id,fluency,grammar,semantics,gptscore_gpt2-large_src_hypo,bartscore_facebook/bart-large-cnn_src_hypo,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_P,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_R,bertscore_microsoft/deberta-large-mnli_layer_default_ref_hypo_F,rouge-1-p_ref_hypo,rouge-1-r_ref_hypo,rouge-1-f_ref_hypo,rouge-2-p_ref_hypo,rouge-2-r_ref_hypo,rouge-2-f_ref_hypo,rouge-l-p_ref_hypo,rouge-l-r_ref_hypo,rouge-l-f_ref_hypo,meteor_ref_hypo,bleu_ref_hypo,moverscore_default_ref_hypo,unieval_fact_consistency_src_hypo,unieval_summarization_coherence_src_hypo,unieval_summarization_consistency_src_hypo,unieval_summarization_fluency_src_hypo,unieval_summarization_overall_src_hypo
1535,1.3333333333333333,2.0,2.0,-2.163116455078125,-2.4632315635681152,"[0.6909732818603516, 0.6698384284973145, 0.6967517137527466]","[0.6484873294830322, 0.6175106763839722, 0.6549512147903442]","[0.6690565347671509, 0.6426110863685608, 0.6752051115036011]","[1.0, 0.9375, 0.9375]","[0.7272727272727273, 0.5769230769230769, 0.6818181818181818]","[0.8421052582825486, 0.714285709569161, 0.7894736793351801]","[0.6470588235294118, 0.5294117647058824, 0.5882352941176471]","[0.5, 0.36, 0.45454545454545453]","[0.564102559184747, 0.42857142375283447, 0.5128205079026957]","[1.0, 0.9375, 0.9375]","[0.7272727272727273, 0.5769230769230769, 0.6818181818181818]","[0.8421052582825486, 0.714285709569161, 0.7894736793351801]","[0.7055021454565206, 0.5902632546231161, 0.7055021454565206]","[1.012071042130996e-231, 1.012071042130996e-231, 1.012071042130996e-231]","[0.5908115310884678, 0.4585021939916216, 0.5844301755395475]",0.8484979367399931,0.7553263142736126,0.7791597790330984,0.6202456792626038,0.7182439241897716
1536,1.0,1.3333333333333333,2.6666666666666665,-2.824509859085083,-2.765155076980591,"[0.710649847984314, 0.7309550046920776, 0.7124836444854736]","[0.7314184904098511, 0.7288603782653809, 0.7333366870880127]","[0.7208846211433411, 0.7299062013626099, 0.7227597832679749]","[0.7368421052631579, 0.8421052631578947, 0.7894736842105263]","[0.6363636363636364, 0.6153846153846154, 0.6818181818181818]","[0.6829268242950625, 0.7111111062320988, 0.7317073120999406]","[0.3333333333333333, 0.4166666666666667, 0.375]","[0.36363636363636365, 0.4, 0.4090909090909091]","[0.3478260819659736, 0.408163260308205, 0.3913043428355388]","[0.7368421052631579, 0.8421052631578947, 0.7894736842105263]","[0.6363636363636364, 0.6153846153846154, 0.6818181818181818]","[0.6829268242950625, 0.7111111062320988, 0.7317073120999406]","[0.5916824934308088, 0.5144214049730482, 0.5916824934308088]","[9.109159947227211e-232, 1.0080942617254966e-231, 9.109159947227211e-232]","[0.44407971771080423, 0.4574578137119284, 0.44998748673149846]",0.7906918464471203,0.1840063016868191,0.6096698787289143,0.0777279691248787,0.2904680498468707
1537,1.0,1.0,1.0,-2.877372980117798,-3.2334721088409424,"[0.7283784747123718, 0.7088478803634644, 0.728254497051239]","[0.7887429594993591, 0.7554258108139038, 0.7881020903587341]","[0.7573598623275757, 0.7313960194587708, 0.756997287273407]","[0.6923076923076923, 0.7307692307692307, 0.6538461538461539]","[0.8181818181818182, 0.7307692307692307, 0.7727272727272727]","[0.7499999950347224, 0.7307692257692308, 0.7083333283680555]","[0.3125, 0.28125, 0.3125]","[0.45454545454545453, 0.36, 0.45454545454545453]","[0.3703703655418381, 0.3157894687596184, 0.3703703655418381]","[0.6153846153846154, 0.6153846153846154, 0.6153846153846154]","[0.7272727272727273, 0.6153846153846154, 0.7272727272727273]","[0.666666661701389, 0.6153846103846154, 0.666666661701389]","[0.6159851301115242, 0.6450672387479484, 0.6159851301115242]","[9.857609866842017e-232, 1.0592691162555667e-231, 9.857609866842017e-232]","[0.5400333360267966, 0.45922911610468287, 0.5367889848217303]",0.5566944040455358,0.9033471767273326,0.7780653701630942,0.45164211606587357,0.7110182209854333
1539,3.0,3.0,3.0,-2.2027947902679443,-2.603687524795532,"[0.8861044645309448, 0.9011449813842773, 0.8536078929901123]","[0.8800102472305298, 0.8856134414672852, 0.8601963520050049]","[0.8830468058586121, 0.8933116793632507, 0.8568894267082214]","[0.9411764705882353, 0.8823529411764706, 0.7647058823529411]","[0.8421052631578947, 0.9375, 0.7647058823529411]","[0.888888883904321, 0.9090909040955004, 0.7647058773529413]","[0.5, 0.6111111111111112, 0.5]","[0.47368421052631576, 0.6111111111111112, 0.5294117647058824]","[0.48648648149013884, 0.6111111061111112, 0.514285709289796]","[0.7647058823529411, 0.8235294117647058, 0.7058823529411765]","[0.6842105263157895, 0.875, 0.7058823529411765]","[0.7222222172376543, 0.84848484348944, 0.7058823479411767]","[0.7710137249383288, 0.8391868512110726, 0.7244363714072015]","[1.1337861261109773e-231, 1.1337861261109773e-231, 1.1337861261109773e-231]","[0.7307279034752168, 0.7220636584384367, 0.5793641072656543]",0.6373541778951961,0.9805658039901436,0.978263270483128,0.8925823658282074,0.950470480100493
1540,3.0,3.0,3.0,-1.732951283454895,-2.179191827774048,"[0.9318594932556152, 0.8546912670135498, 0.8801023960113525]","[0.9318594932556152, 0.8532372117042542, 0.8938097953796387]","[0.9318594932556152, 0.8539636135101318, 0.8869031667709351]","[0.7894736842105263, 0.5789473684210527, 0.5789473684210527]","[0.7894736842105263, 0.6875, 0.6470588235294118]","[0.7894736792105265, 0.6285714236081633, 0.6111111061265434]","[0.7222222222222222, 0.3888888888888889, 0.4444444444444444]","[0.6842105263157895, 0.3888888888888889, 0.47058823529411764]","[0.7027026977063551, 0.3888888838888889, 0.4571428521469388]","[0.7894736842105263, 0.5263157894736842, 0.5789473684210527]","[0.7894736842105263, 0.625, 0.6470588235294118]","[0.7894736792105265, 0.5714285664653063, 0.6111111061265434]","[0.7648026315789473, 0.5888888888888889, 0.6233638743455496]","[8.614911585158347e-232, 8.614911585158347e-232, 8.614911585158347e-232]","[0.7777608594982098, 0.6037305990931383, 0.5999568692452086]",0.8132499922432902,0.9724176726750727,0.9716473566383854,0.9260294697039254,0.9566981663391277
1541,2.333333333333333,2.6666666666666665,2.333333333333333,-2.283412456512451,-2.717992782592773,"[0.8892446756362915, 0.8591130971908569, 0.8390845656394958]","[0.854993462562561, 0.8218265175819397, 0.8210726976394653]","[0.8717827796936035, 0.8400562405586243, 0.8299809098243713]","[1.0, 0.7857142857142857, 0.7142857142857143]","[0.7368421052631579, 0.6875, 0.5882352941176471]","[0.8484848435996327, 0.7333333283555556, 0.645161285369407]","[0.7857142857142857, 0.5, 0.5]","[0.5789473684210527, 0.3888888888888889, 0.4117647058823529]","[0.666666661781451, 0.43749999507812504, 0.4516128982726327]","[1.0, 0.7142857142857143, 0.7142857142857143]","[0.7368421052631579, 0.625, 0.5882352941176471]","[0.8484848435996327, 0.6666666616888889, 0.645161285369407]","[0.7212513484358144, 0.6274592256630523, 0.5710392122384387]","[8.972141065609098e-232, 8.972141065609098e-232, 8.972141065609098e-232]","[0.6924705960207194, 0.5571333535651375, 0.5856959082229054]",0.5570046472179254,0.9672947958426013,0.9622738461697791,0.10987107596794056,0.6798132393267736
1542,3.0,3.0,2.0,-1.7868242263793943,-2.2124834060668945,"[0.9772037267684937, 0.8972634673118591, 0.9228447079658508]","[0.8986129760742188, 0.830528974533081, 0.8637901544570923]","[0.9362620115280151, 0.8626074194908142, 0.8923414349555969]","[1.0, 0.7333333333333333, 0.7333333333333333]","[0.7894736842105263, 0.6875, 0.6470588235294118]","[0.8823529362456748, 0.7096774143600416, 0.6874999950195313]","[0.9285714285714286, 0.5, 0.5714285714285714]","[0.6842105263157895, 0.3888888888888889, 0.47058823529411764]","[0.7878787829935721, 0.43749999507812504, 0.5161290273048909]","[1.0, 0.6666666666666666, 0.7333333333333333]","[0.7894736842105263, 0.625, 0.6470588235294118]","[0.8823529362456748, 0.6451612853277836, 0.6874999950195313]","[0.7797256097560976, 0.600907029478458, 0.6366978609625668]","[9.109159947227211e-232, 9.109159947227211e-232, 9.109159947227211e-232]","[0.7550743734927134, 0.5770830053519435, 0.6225250327013012]",0.660545024120469,0.9790530304587458,0.974738923565975,0.8437607413706103,0.9325175651317771
1543,2.0,2.333333333333333,2.0,-3.297931671142578,-3.625011682510376,"[0.7858126163482666, 0.7771072387695312, 0.8077278733253479]","[0.7666089534759521, 0.7534966468811035, 0.8153735399246216]","[0.776091992855072, 0.7651198506355286, 0.8115326166152954]","[0.6666666666666666, 0.6111111111111112, 0.6666666666666666]","[0.631578947368421, 0.6875, 0.7058823529411765]","[0.648648643652301, 0.647058818546713, 0.6857142807183674]","[0.35294117647058826, 0.35294117647058826, 0.4117647058823529]","[0.3157894736842105, 0.3333333333333333, 0.4117647058823529]","[0.3333333283487655, 0.3428571378612245, 0.41176470088235295]","[0.5, 0.5, 0.5]","[0.47368421052631576, 0.5625, 0.5294117647058824]","[0.48648648149013884, 0.5294117597231834, 0.514285709289796]","[0.6102825745682888, 0.6022717135975737, 0.6505761445032701]","[8.726094729337945e-232, 8.726094729337945e-232, 8.726094729337945e-232]","[0.46672021351066084, 0.5153678447644046, 0.5580791661174291]",0.5334412700424279,0.8924893181423349,0.9048413340750975,0.007309325032042717,0.6015466590831583
1544,2.333333333333333,2.0,2.6666666666666665,-2.5161588191986084,-2.8820669651031494,"[0.8236002922058105, 0.7953494787216187, 0.8156368136405945]","[0.8196843266487122, 0.7882086634635925, 0.8186973929405212]","[0.8216376900672913, 0.7917629480361938, 0.8171642422676086]","[0.8666666666666667, 0.7333333333333333, 0.8]","[0.6842105263157895, 0.6875, 0.7058823529411765]","[0.7647058774221455, 0.7096774143600416, 0.7499999950195314]","[0.6, 0.4666666666666667, 0.5333333333333333]","[0.47368421052631576, 0.3888888888888889, 0.47058823529411764]","[0.5294117597750866, 0.42424241928374656, 0.49999999501953135]","[0.8666666666666667, 0.6666666666666666, 0.7333333333333333]","[0.6842105263157895, 0.625, 0.6470588235294118]","[0.7647058774221455, 0.6451612853277836, 0.6874999950195313]","[0.7014492753623188, 0.6242902396748551, 0.6682633605710528]","[8.844844403089351e-232, 8.844844403089351e-232, 8.844844403089351e-232]","[0.6376789254402623, 0.5710658833450132, 0.6416749545917866]",0.5746823853139225,0.9153803362349302,0.786505856115495,0.45367774677174183,0.7185213130407223
1545,2.333333333333333,2.6666666666666665,2.333333333333333,-2.8632843494415283,-2.7696080207824707,"[0.7625448703765869, 0.7219976186752319, 0.7582460641860962]","[0.7982033491134644, 0.7465967535972595, 0.8099187016487122]","[0.7799667716026306, 0.7340912222862244, 0.7832310199737549]","[0.8, 0.65, 0.75]","[0.8421052631578947, 0.8125, 0.8823529411764706]","[0.8205128155161079, 0.7222222172839509, 0.8108108058436816]","[0.45, 0.25, 0.45]","[0.47368421052631576, 0.2777777777777778, 0.5294117647058824]","[0.46153845654174885, 0.2631578897506926, 0.4864864815193572]","[0.75, 0.55, 0.7]","[0.7894736842105263, 0.6875, 0.8235294117647058]","[0.7692307642340566, 0.6111111061728396, 0.7567567517896275]","[0.752999385570611, 0.5922100547536087, 0.8221523903679118]","[1.072268715173723e-231, 1.072268715173723e-231, 1.072268715173723e-231]","[0.5420582563521824, 0.4431038791899471, 0.4800930910884972]",0.919279137056225,0.9854752284007947,0.9392048614921293,0.7951081920650092,0.9065960939859777
1546,2.0,2.6666666666666665,3.0,-2.463677167892456,-2.694082975387573,"[0.8154723644256592, 0.790347695350647, 0.8262698650360107]","[0.8441505432128906, 0.8107232451438904, 0.864104151725769]","[0.8295636773109436, 0.8004058599472046, 0.8447636365890503]","[0.7777777777777778, 0.6111111111111112, 0.7777777777777778]","[0.7368421052631579, 0.6875, 0.8235294117647058]","[0.7567567517604091, 0.647058818546713, 0.7999999950040816]","[0.5263157894736842, 0.47368421052631576, 0.5263157894736842]","[0.5263157894736842, 0.5, 0.5882352941176471]","[0.5263157844736842, 0.48648648149013884, 0.5555555505709877]","[0.7777777777777778, 0.6111111111111112, 0.7222222222222222]","[0.7368421052631579, 0.6875, 0.7647058823529411]","[0.7567567517604091, 0.647058818546713, 0.7428571378612244]","[0.7637055379720886, 0.6772832895534451, 0.8071567357512954]","[1.0003688322288243e-231, 1.0003688322288243e-231, 1.0003688322288243e-231]","[0.6024823062608782, 0.5601113108009894, 0.5730534314452749]",0.8638368357532558,0.9773847072374855,0.9512477543735511,0.822402011818983,0.9170114911433398
1548,2.6666666666666665,3.0,3.0,-3.0110700130462646,-3.412360191345215,"[0.8188910484313965, 0.8300341963768005, 0.7768457531929016]","[0.7958571910858154, 0.8133614659309387, 0.7916491031646729]","[0.807209849357605, 0.8216132521629333, 0.7841776013374329]","[0.7619047619047619, 0.8095238095238095, 0.6666666666666666]","[0.7619047619047619, 0.8095238095238095, 0.7]","[0.7619047569047619, 0.8095238045238096, 0.682926824271267]","[0.42857142857142855, 0.5238095238095238, 0.47619047619047616]","[0.375, 0.5, 0.5]","[0.3999999950222222, 0.5116279019794485, 0.4878048730517549]","[0.7142857142857143, 0.7142857142857143, 0.6666666666666666]","[0.7142857142857143, 0.7142857142857143, 0.7]","[0.7142857092857143, 0.7142857092857143, 0.682926824271267]","[0.6180615369891855, 0.6180615369891855, 0.5775925925925927]","[9.788429383461836e-232, 9.788429383461836e-232, 9.788429383461836e-232]","[0.6142197066840963, 0.6490108168029507, 0.5503812016026338]",0.6293409942649391,0.9665713603446972,0.9295637273907248,0.6571690466634414,0.8511013781329545
1549,1.6666666666666667,2.0,1.0,-3.145825862884521,-3.89257550239563,"[0.5965030789375305, 0.5954350829124451, 0.608350396156311]","[0.6057906150817871, 0.6225687265396118, 0.6254317760467529]","[0.6011109948158264, 0.6086996793746948, 0.6167728304862976]","[0.5, 0.55, 0.45]","[0.47619047619047616, 0.5238095238095238, 0.45]","[0.4878048730517549, 0.536585360856633, 0.44999999500000004]","[0.21739130434782608, 0.30434782608695654, 0.21739130434782608]","[0.20833333333333334, 0.3181818181818182, 0.25]","[0.2127659524490721, 0.31111110611358034, 0.2325581345592213]","[0.45, 0.55, 0.45]","[0.42857142857142855, 0.5238095238095238, 0.45]","[0.43902438524687687, 0.536585360856633, 0.44999999500000004]","[0.4633704626888923, 0.3901611535199322, 0.36557377049180323]","[9.418382295637229e-232, 9.418382295637229e-232, 7.919883909890055e-232]","[0.16333460838859892, 0.16871581097245059, 0.20969067151540666]",0.250616911038354,0.5848074954208933,0.7896099383146898,0.017602427549692067,0.46400662042842505
1550,1.5,2.0,3.0,-2.708927869796753,-3.3873941898345947,"[0.7724664211273193, 0.7998824119567871, 0.8219650983810425]","[0.7628190517425537, 0.7954010367393494, 0.8471814393997192]","[0.7676124572753906, 0.7976354360580444, 0.8343827724456787]","[0.6666666666666666, 0.7142857142857143, 0.7619047619047619]","[0.6666666666666666, 0.7142857142857143, 0.8]","[0.6666666616666668, 0.7142857092857143, 0.7804877998810233]","[0.38095238095238093, 0.47619047619047616, 0.5714285714285714]","[0.3333333333333333, 0.45454545454545453, 0.6]","[0.3555555505777778, 0.46511627407247164, 0.5853658486615111]","[0.6190476190476191, 0.7142857142857143, 0.7619047619047619]","[0.6190476190476191, 0.7142857142857143, 0.8]","[0.6190476140476191, 0.7142857092857143, 0.7804877998810233]","[0.4667527993109388, 0.4705545008701154, 0.6073404947916666]","[8.231055179516831e-232, 8.231055179516831e-232, 8.231055179516831e-232]","[0.4816731866591164, 0.5260083229365138, 0.644140124448756]",0.5057033351303001,0.952900813899482,0.9560606771745812,0.02495429069414569,0.6446385939227364
1551,1.3333333333333333,1.3333333333333333,1.3333333333333333,-3.487774133682251,-3.769043445587158,"[0.7131620049476624, 0.7158583998680115, 0.7575894594192505]","[0.7275416851043701, 0.7464166879653931, 0.8024802207946777]","[0.720280110836029, 0.7308182716369629, 0.779388964176178]","[0.6363636363636364, 0.6363636363636364, 0.6818181818181818]","[0.6666666666666666, 0.6666666666666666, 0.75]","[0.6511627857003786, 0.6511627857003786, 0.7142857092970523]","[0.2727272727272727, 0.36363636363636365, 0.5454545454545454]","[0.25, 0.36363636363636365, 0.6]","[0.26086956022684316, 0.3636363586363637, 0.5714285664399092]","[0.5454545454545454, 0.5909090909090909, 0.6818181818181818]","[0.5714285714285714, 0.6190476190476191, 0.75]","[0.5581395298864251, 0.6046511577934021, 0.7142857092970523]","[0.4667527993109388, 0.4920107577914886, 0.6134259259259259]","[1.0832677820940877e-231, 1.0832677820940877e-231, 9.788429383461836e-232]","[0.3751268500503231, 0.3659658734537462, 0.5027247597082759]",0.55176689077118,0.629405936988189,0.7214792496259076,0.09414218013772525,0.481675788917274
1552,3.0,2.5,1.5,-2.8589534759521484,-3.1601099967956543,"[0.7097707986831665, 0.7471426725387573, 0.7579653263092041]","[0.6981295347213745, 0.745007336139679, 0.7641156911849976]","[0.703902006149292, 0.7460734844207764, 0.7610281109809875]","[0.65, 0.7, 0.65]","[0.6190476190476191, 0.6666666666666666, 0.65]","[0.6341463364663892, 0.682926824271267, 0.6499999950000002]","[0.3157894736842105, 0.47368421052631576, 0.47368421052631576]","[0.25, 0.4090909090909091, 0.45]","[0.27906976250946464, 0.4390243852706723, 0.46153845654174885]","[0.55, 0.7, 0.65]","[0.5238095238095238, 0.6666666666666666, 0.65]","[0.536585360856633, 0.682926824271267, 0.6499999950000002]","[0.42522334377537996, 0.4847430096298874, 0.48801570557899665]","[1.012071042130996e-231, 1.012071042130996e-231, 8.510469113101058e-232]","[0.3962228307177347, 0.5072623797698805, 0.5095522168349644]",0.4931023156609642,0.9580390942628417,0.9631127758222455,0.5003260256186574,0.8071592985679148
1553,1.3333333333333333,1.3333333333333333,1.3333333333333333,-3.40122652053833,-3.878574132919312,"[0.6953387260437012, 0.7001745104789734, 0.7142062783241272]","[0.6982800960540771, 0.7006182670593262, 0.7447580695152283]","[0.6968063116073608, 0.7003962993621826, 0.7291622757911682]","[0.8, 0.75, 0.75]","[0.7619047619047619, 0.7142857142857143, 0.75]","[0.7804877998810233, 0.7317073120761451, 0.749999995]","[0.35, 0.45, 0.45]","[0.2916666666666667, 0.4090909090909091, 0.45]","[0.3181818132231406, 0.4285714235827665, 0.44999999500000004]","[0.7, 0.75, 0.75]","[0.6666666666666666, 0.7142857142857143, 0.75]","[0.682926824271267, 0.7317073120761451, 0.749999995]","[0.45560250486381315, 0.4971897968006917, 0.5346350534635054]","[9.893133360884868e-232, 9.893133360884868e-232, 9.893133360884868e-232]","[0.47531283078433384, 0.5044106289485084, 0.5385132217774431]",0.1903597169741689,0.7623809219035448,0.5821843407671394,0.3969149966371612,0.5804934197692818
1554,2.0,3.0,2.333333333333333,-2.9031975269317627,-3.2754743099212646,"[0.8065856695175171, 0.8157849907875061, 0.7448714971542358]","[0.7834219932556152, 0.8039337396621704, 0.7543672919273376]","[0.7948351502418518, 0.8098159432411194, 0.7495893836021423]","[0.8, 0.85, 0.7]","[0.7619047619047619, 0.8095238095238095, 0.7]","[0.7804877998810233, 0.8292682876859013, 0.699999995]","[0.47619047619047616, 0.5238095238095238, 0.47619047619047616]","[0.4166666666666667, 0.5, 0.5]","[0.44444443946666673, 0.5116279019794485, 0.4878048730517549]","[0.75, 0.75, 0.7]","[0.7142857142857143, 0.7142857142857143, 0.7]","[0.7317073120761451, 0.7317073120761451, 0.699999995]","[0.6378600823045267, 0.6180615369891855, 0.546875]","[9.788429383461836e-232, 9.788429383461836e-232, 9.788429383461836e-232]","[0.556206387858607, 0.6111788613465079, 0.4743740130004551]",0.7350113970410167,0.9262360632005969,0.9347666545976155,0.01730247948466558,0.626101732427626
1555,3.0,2.6666666666666665,3.0,-2.5476832389831543,-2.6589009761810303,"[0.745713472366333, 0.784371018409729, 0.7536692023277283]","[0.7553746700286865, 0.8032300472259521, 0.7888807058334351]","[0.750512957572937, 0.7936885356903076, 0.7708730697631836]","[0.8095238095238095, 0.8571428571428571, 0.6666666666666666]","[0.8095238095238095, 0.8571428571428571, 0.7]","[0.8095238045238096, 0.8571428521428571, 0.682926824271267]","[0.43478260869565216, 0.5652173913043478, 0.43478260869565216]","[0.4166666666666667, 0.5909090909090909, 0.5]","[0.4255319098958805, 0.577777772780247, 0.465116274094105]","[0.6666666666666666, 0.8571428571428571, 0.6666666666666666]","[0.6666666666666666, 0.8571428571428571, 0.7]","[0.6666666616666668, 0.8571428521428571, 0.682926824271267]","[0.5106080385476698, 0.5488691480667791, 0.47115142353237593]","[9.50440384721771e-232, 9.50440384721771e-232, 7.992219124248642e-232]","[0.5182535128749972, 0.5460499180657474, 0.5069900831433576]",0.4433863400135802,0.9768545868664196,0.89484863249398,0.8880422466051702,0.9199151553218566
1557,3.0,3.0,3.0,-3.202677249908448,-2.2669835090637207,"[0.9422531127929688, 0.9592702984809875, 1.0]","[0.9260192513465881, 0.9162266254425049, 1.0]","[0.9340656995773315, 0.9372545480728149, 1.0]","[1.0, 0.75, 1.0]","[1.0, 0.6666666666666666, 1.0]","[0.999999995, 0.7058823479584776, 0.999999995]","[0.5714285714285714, 0.42857142857142855, 1.0]","[0.5714285714285714, 0.375, 1.0]","[0.5714285664285715, 0.3999999950222222, 0.999999995]","[0.875, 0.75, 1.0]","[0.875, 0.6666666666666666, 1.0]","[0.874999995, 0.7058823479584776, 0.999999995]","[0.9561042524005487, 0.6792413935271077, 0.9993141289437586]","[1.2508498911928379e-231, 1.0518351895246305e-231, 1.2508498911928379e-231]","[0.9564797229381174, 0.674779458760093, 1.0]",0.9543584272247206,0.9577228889498173,0.9602448044626701,0.6009053173310764,0.8396243369145213
1558,3.0,3.0,3.0,-3.0217974185943604,-2.034656286239624,"[0.8591075539588928, 0.8783859014511108, 0.8819929361343384]","[0.8331879377365112, 0.8028765916824341, 0.8431698083877563]","[0.8459492325782776, 0.8389356136322021, 0.8621445298194885]","[0.8, 0.8, 0.8]","[0.5, 0.4444444444444444, 0.5]","[0.6153846106508877, 0.5714285668367348, 0.6153846106508877]","[0.75, 0.75, 0.75]","[0.42857142857142855, 0.375, 0.42857142857142855]","[0.5454545408264463, 0.49999999555555563, 0.5454545408264463]","[0.8, 0.8, 0.8]","[0.5, 0.4444444444444444, 0.5]","[0.6153846106508877, 0.5714285668367348, 0.6153846106508877]","[0.5563218390804598, 0.5041666666666667, 0.5563218390804598]","[1.1640469867513693e-231, 1.1640469867513693e-231, 1.1640469867513693e-231]","[0.663934344751509, 0.492593397613575, 0.6783437314029651]",0.9761869186616666,0.9759041759699247,0.9766546985179544,0.1687536361860901,0.7071041702246564
1559,2.75,2.75,2.75,-3.0217974185943604,-2.034656286239624,"[0.8591075539588928, 0.8783859014511108, 0.8819929361343384]","[0.8331879377365112, 0.8028765916824341, 0.8431698083877563]","[0.8459492325782776, 0.8389356136322021, 0.8621445298194885]","[0.8, 0.8, 0.8]","[0.5, 0.4444444444444444, 0.5]","[0.6153846106508877, 0.5714285668367348, 0.6153846106508877]","[0.75, 0.75, 0.75]","[0.42857142857142855, 0.375, 0.42857142857142855]","[0.5454545408264463, 0.49999999555555563, 0.5454545408264463]","[0.8, 0.8, 0.8]","[0.5, 0.4444444444444444, 0.5]","[0.6153846106508877, 0.5714285668367348, 0.6153846106508877]","[0.5563218390804598, 0.5041666666666667, 0.5563218390804598]","[1.1640469867513693e-231, 1.1640469867513693e-231, 1.1640469867513693e-231]","[0.663934344751509, 0.492593397613575, 0.6783437314029651]",0.9761869186616666,0.9759041759699247,0.9766546985179544,0.1687536361860901,0.7071041702246564
1560,3.0,3.0,3.0,-3.0217974185943604,-2.034656286239624,"[0.8591075539588928, 0.8783859014511108, 0.8819929361343384]","[0.8331879377365112, 0.8028765916824341, 0.8431698083877563]","[0.8459492325782776, 0.8389356136322021, 0.8621445298194885]","[0.8, 0.8, 0.8]","[0.5, 0.4444444444444444, 0.5]","[0.6153846106508877, 0.5714285668367348, 0.6153846106508877]","[0.75, 0.75, 0.75]","[0.42857142857142855, 0.375, 0.42857142857142855]","[0.5454545408264463, 0.49999999555555563, 0.5454545408264463]","[0.8, 0.8, 0.8]","[0.5, 0.4444444444444444, 0.5]","[0.6153846106508877, 0.5714285668367348, 0.6153846106508877]","[0.5563218390804598, 0.5041666666666667, 0.5563218390804598]","[1.1640469867513693e-231, 1.1640469867513693e-231, 1.1640469867513693e-231]","[0.663934344751509, 0.492593397613575, 0.6783437314029651]",0.9761869186616666,0.9759041759699247,0.9766546985179544,0.1687536361860901,0.7071041702246564
1561,2.6,2.6,2.8,-3.1111414432525635,-2.5945792198181152,"[0.945459246635437, 0.9584165811538696, 0.9518211483955383]","[0.9432169198989868, 0.9276901483535767, 0.9570032358169556]","[0.9443367719650269, 0.9428030848503113, 0.9544051289558411]","[0.8571428571428571, 1.0, 0.8571428571428571]","[0.75, 0.7777777777777778, 0.75]","[0.7999999950222222, 0.8749999950781251, 0.7999999950222222]","[0.5, 0.5, 0.6666666666666666]","[0.42857142857142855, 0.375, 0.5714285714285714]","[0.4615384565680473, 0.4285714236734694, 0.6153846104142012]","[0.8571428571428571, 0.8571428571428571, 0.8571428571428571]","[0.75, 0.6666666666666666, 0.75]","[0.7999999950222222, 0.7499999950781251, 0.7999999950222222]","[0.755560651226783, 0.7653061224489797, 0.7773446457234581]","[1.0832677820940877e-231, 1.0832677820940877e-231, 1.0832677820940877e-231]","[0.8793161456693623, 0.7255798741556704, 0.8963344338581651]",0.9389131970271538,0.9415827044903744,0.9404522229879777,0.541748583613225,0.8079278370305257
1562,3.0,3.0,3.0,-3.1111414432525635,-2.5945792198181152,"[0.945459246635437, 0.9584165811538696, 0.9518211483955383]","[0.9432169198989868, 0.9276901483535767, 0.9570032358169556]","[0.9443367719650269, 0.9428030848503113, 0.9544051289558411]","[0.8571428571428571, 1.0, 0.8571428571428571]","[0.75, 0.7777777777777778, 0.75]","[0.7999999950222222, 0.8749999950781251, 0.7999999950222222]","[0.5, 0.5, 0.6666666666666666]","[0.42857142857142855, 0.375, 0.5714285714285714]","[0.4615384565680473, 0.4285714236734694, 0.6153846104142012]","[0.8571428571428571, 0.8571428571428571, 0.8571428571428571]","[0.75, 0.6666666666666666, 0.75]","[0.7999999950222222, 0.7499999950781251, 0.7999999950222222]","[0.755560651226783, 0.7653061224489797, 0.7773446457234581]","[1.0832677820940877e-231, 1.0832677820940877e-231, 1.0832677820940877e-231]","[0.8793161456693623, 0.7255798741556704, 0.8963344338581651]",0.9389131970271538,0.9415827044903744,0.9404522229879777,0.541748583613225,0.8079278370305257
1563,3.0,2.0,2.0,-2.9796268939971924,-2.974570751190185,"[0.8565518856048584, 0.8663875460624695, 0.8967618942260742]","[0.6557164192199707, 0.6844843626022339, 0.7113817930221558]","[0.7427983283996582, 0.7647681832313538, 0.7933869361877441]","[1.0, 0.6, 1.0]","[0.625, 0.3333333333333333, 0.625]","[0.7692307644970415, 0.4285714239795918, 0.7692307644970415]","[0.25, 0.0, 1.0]","[0.14285714285714285, 0.0, 0.5714285714285714]","[0.18181817719008275, 0.0, 0.7272727226446282]","[0.8, 0.6, 1.0]","[0.5, 0.3333333333333333, 0.625]","[0.6153846106508877, 0.4285714239795918, 0.7692307644970415]","[0.5874840357598978, 0.32877604166666663, 0.688058748403576]","[1.384292958842266e-231, 1.1640469867513693e-231, 1.384292958842266e-231]","[0.3439234581114008, 0.2534259550737228, 0.3688560738717671]",0.8804059413458301,0.4483061418141734,0.8098205595445832,0.04166550079740242,0.4332640673853864
