id,src,sys,refs,ref,informativeness,naturalness,quality
1092,"inform(type=restaurant,count='2',good_for_meal=dont_care,price_range=cheap,area='little russia')",There are 2 restaurants in the cheap price range in the little russia area .,['There are 2 restaurant -s that have a cheap price range in little russia if you do not mind what meal they serve .'],There are 2 restaurant -s that have a cheap price range in little russia if you do not mind what meal they serve .,6.0,6.0,6.0
1093,"inform(type=restaurant,count='2',kids_allowed=dont_care,area='golden gate park')",There are 2 restaurants that do not have policys golden gate park .,['I know of 2 restaurant -s in the golden gate park area if you do not care whether kid -s are allowed or not .'],I know of 2 restaurant -s in the golden gate park area if you do not care whether kid -s are allowed or not .,5.0,5.0,2.0
1094,"inform(type=restaurant,count='2',kids_allowed=no,area='pacific heights')",There are 2 restaurants in pacific heights and children are not allowed .,['I found 2 restaurant -s that do not allow kid -s in the pacific heights area .'],I found 2 restaurant -s that do not allow kid -s in the pacific heights area .,5.0,4.0,4.0
1095,"inform(type=restaurant,count='2',price_range=cheap,area='mission dolores')",There are 2 cheap restaurants in mission dolores .,"['There are 2 cheap restaurant -s in mission dolores .', '2 restaurant -s are listed as cheap in the area of mission dolores .', 'I have 2 restaurant -s listed in the cheap range in mission dolores .']",There are 2 cheap restaurant -s in mission dolores .,5.0,5.0,5.0
1096,"inform(type=restaurant,count='36',good_for_meal=lunch,food=dont_care)",I know of 36 restaurants good for lunch dinner for you do not care about the food type .,['There are 36 restaurant -s that are good for lunch with any kind of food .'],There are 36 restaurant -s that are good for lunch with any kind of food .,2.0,1.0,2.0
1097,"inform(type=restaurant,count='38',good_for_meal=lunch)",There are 38 restaurants that are good for lunch .,['There are 38 restaurant -s that are good for lunch .'],There are 38 restaurant -s that are good for lunch .,5.0,5.0,5.0
1098,"inform(type=restaurant,count='3',area='pacific heights')",There are 3 restaurants in pacific heights .,"['There are 3 restaurant -s in the pacific heights area', 'There are 3 restaurant -s in teh pacific heights area .', 'There are 3 restaurant -s in the pacific heights area .', 'There are 3 restaurant -s in pacific heights .']",There are 3 restaurant -s in the pacific heights area,6.0,6.0,6.0
1099,"inform(type=restaurant,count='3',food=mexican,kids_allowed=yes)",There are 3 mexican restaurants that allows kids .,['I have found 3 other restaurant -s that serve mexican food and allow kid -s .'],I have found 3 other restaurant -s that serve mexican food and allow kid -s .,3.0,4.0,4.0
1100,"inform(type=restaurant,count='3',good_for_meal=dinner,near='mission bay')",There are 3 good dinner restaurants near the mission bay .,"['There are 3 restaurant -s near mission bay that are good for dinner .', 'There are 3 restaurant -s that are good for dinner and near mission bay .', 'There are 3 restaurant -s near mission bay and good for dinner .']",There are 3 restaurant -s near mission bay that are good for dinner .,6.0,6.0,6.0
1101,"inform(type=restaurant,count='3',near='mission bay')",There are 3 restaurants near mission bay .,"['There are 3 restaurant -s near mission bay', 'There are 3 place -s near to mission bay .']",There are 3 restaurant -s near mission bay,6.0,6.0,6.0
1102,"inform(type=restaurant,count='4',food=japanese,price_range=expensive)",There are 4 expensively priced japanese restaurants .,['There are 4 other restaurant -s that are expensive japanese restaurant -s .'],There are 4 other restaurant -s that are expensive japanese restaurant -s .,5.0,2.0,2.0
1103,"inform(type=restaurant,count='4',food=pizza)",There are 4 restaurants that serve pizza food .,"['There are 4 restaurant -s that serve pizza .', 'Totally 4 restaurant -s serve pizza .']",There are 4 restaurant -s that serve pizza .,5.0,3.0,4.0
1104,"inform(type=restaurant,count='4',good_for_meal=dinner,near='potrero hill',price_range=moderate)",There are 4 restaurants near potrero hill in the moderate price range and it is good for dinner .,"['I found 4 restaurant -s that is moderate -ly priced , near potrero hill and good for dinner .']","I found 4 restaurant -s that is moderate -ly priced , near potrero hill and good for dinner .",5.0,4.0,4.0
1105,"inform(type=restaurant,count='4',good_for_meal=dont_care,kids_allowed=yes,price_range=expensive)",There are 4 restaurants that are expensive and allow children good for any meal .,['There are 4 expensive restaurant -s that allows child -s if you do not mind what meal they serve .'],There are 4 expensive restaurant -s that allows child -s if you do not mind what meal they serve .,5.0,3.0,6.0
1106,"inform(type=restaurant,count='4',kids_allowed=yes,price_range=expensive)",There are 4 restaurants that allow children and are expensive .,"['There are 4 restaurant -s that are expensive and allow child -s .', 'There are 4 expensive restaurant -s that allow kid -s .', 'There are 4 restaurant -s available in the expensive range that allow child -s .', '4 restaurant -s are expensive and allow kid -s .', 'I found 4 expensive restaurant -s that allow child -s .', 'There are 4 restaurant -s that allow child -s and are in the expensive price range .']",There are 4 restaurant -s that are expensive and allow child -s .,5.0,5.0,6.0
1107,"inform(type=restaurant,count='51',good_for_meal=dinner,price_range=expensive)",There are 51 restaurants in the expensive price range that are good for dinner .,"['There are 51 restaurant -s in the expensive price range that serve good dinner .', 'There are 51 expensive restaurant -s serving dinner .', 'I found 51 expensive restaurant -s that do a good dinner service .']",There are 51 restaurant -s in the expensive price range that serve good dinner .,6.0,6.0,6.0
1108,"inform(type=restaurant,count='54',kids_allowed=yes,price_range=cheap)",There are 54 restaurants that allow children and are cheap .,"['There are 54 restaurant -s that allow kid -s and have a cheap price range .', 'There are 54 restaurants allow child -s and are cheap .', 'There are 54 restaurant -s that are cheap and allow child -s', 'There are 54 cheap restaurant -s where kid -s are allowed .', 'There are 54 cheap restaurant -s that allow child -s .', 'There are 54 restaurant -s that allow child -s and are cheap', 'There are 54 restaurant -s allow kid -s and are cheap']",There are 54 restaurant -s that allow kid -s and have a cheap price range .,6.0,5.0,5.0
1109,"inform(type=restaurant,count='6',food=korean,kids_allowed=yes,price_range=dont_care)",There are 6 restaurants serves koreanly priced that allows kids at various price ranges .,"['There are 6 restaurant -s that serves korean food , allows kid -s and is in various price range -s .']","There are 6 restaurant -s that serves korean food , allows kid -s and is in various price range -s .",6.0,5.0,5.0
1110,"inform(type=restaurant,count='77',kids_allowed=no,price_range=moderate)",I know of 77 restaurants where kids are not allowed and the price range is moderate .,"['There are 77 restaurant -s that have a moderate price range and do not allow kid -s .', 'There are 77 restaurant -s where child -s are not allowed and are moderate -ly priced .', 'I know of 77 restaurant -s where kid -s are not allowed and the price range is moderate .', 'There are 77 restaurant -s with a moderate price range that do not allow kid -s .', '77 restaurant -s do not allow kid -s in the moderate range', '77 restaurant -s that do not allow kid -s in the moderate range']",There are 77 restaurant -s that have a moderate price range and do not allow kid -s .,5.0,4.0,4.0
1111,"inform(type=restaurant,count='7',food=japanese,price_range=cheap)",There are 7 cheaply priced japanese restaurants .,['There are 7 restaurant -s serve japanese and cheap -ly priced .'],There are 7 restaurant -s serve japanese and cheap -ly priced .,5.0,4.0,3.0
1112,"inform(type=restaurant,count='89',good_for_meal=dinner,kids_allowed=yes)",There are 89 restaurants that serve dinner and allows kids .,"['There are 89 result for a restaurant with a good dinner that allows kid -s .', 'I found 89 dinner place -s that allow kid -s .', 'There are 89 other restaurant -s that are good for dinner and allow kid -s .', 'There are 89 restaurant -s that allow child -s for dinner .', 'There are 89 restaurant -s that serve dinner and allows kid -s .', 'There are 89 restaurant -s that allow kid -s and are good for dinner .', 'There are 89 good restaurant that welcome child -s and serves dinner .']",There are 89 result for a restaurant with a good dinner that allows kid -s .,6.0,6.0,6.0
1113,"inform(type=restaurant,count='94',kids_allowed=yes)",There are 94 restaurants that allow children .,"['There are a total of 94 restaurant -s that allow kid -s .', 'There are 94 restaurant -s where kid -s are allowed', 'The restaurant count is 94 and child -s are allowed .', 'There are 94 restaurant -s that allow child -s .', 'There are 94 restaurant -s that allow kid -s in the area .', 'There are 94 restaurant -s that allow kid -s .']",There are a total of 94 restaurant -s that allow kid -s .,6.0,6.0,6.0
1114,inform_no_match(area='bayview heights'),There are no restaurants in the bayview heights area .,"['I regret that there are no restaurant -s in the bayview heights .', 'Unfortunately there are 0 restaurant -s in the bayview heights area .', 'I am sorry , but there are no restaurant -s in bayview heights .', 'There are 0 restaurant -s in the bayview heights area .', 'There are no restaurant -s in bayview heights point that allows child -s .', 'I could not find any restaurant -s in bayview heights .', 'There are no restaurant -s in bayview heights . Please try another location .']",I regret that there are no restaurant -s in the bayview heights .,2.0,3.0,4.0
1115,"inform_no_match(area=embarcadero,kids_allowed=yes,price_range=expensive)",There are no expensively priced restaurants in the embarcadero area which allow children .,"['There are no expensive restaurant -s that allow child -s near the embarcadero .', 'Unfortunately I could not find any expensive restaurant -s in embarcadero that allow kid -s .']",There are no expensive restaurant -s that allow child -s near the embarcadero .,6.0,6.0,6.0
1116,"inform_no_match(area='lower pacific heights',good_for_meal=brunch)",There are no restaurants in lower pacific heights that are good for brunch .,['0 restaurant -s in lower pacific heights are good for brunch'],0 restaurant -s in lower pacific heights are good for brunch,5.0,6.0,5.0
1117,inform_no_match(area='martin luther king square'),There are no restaurants in the martin luther king square area .,"['There are 0 restaurant -s in the martin luther king square area', 'Unfortunately there are no restaurant -s in the area of martin luther king square .', 'I regret to inform you that there are no restaurant -s in the area of martin luther king square .']",There are 0 restaurant -s in the martin luther king square area,5.0,5.0,5.0
1118,"inform_no_match(area='outer richmond',price_range=expensive)",I am sorry . I did not find any expensive restaurants in outer richmond .,"['There are no restaurant -s in the outer richmond area in the expensive price range .', 'There are no expensive restaurants in outer richmond .']",There are no restaurant -s in the outer richmond area in the expensive price range .,3.0,3.0,3.0
1119,"inform_no_match(area='pacific heights',price_range=expensive)",I am sorry . I did not find any expensive restaurants in pacific heights .,"['Zero restaurant -s in the pacific heights area that are expensive .', 'There are no restaurant -s in the pacific heights area that are expensive .', 'There are no restaurant -s in the pacific heights area in teh expensive price range .']",Zero restaurant -s in the pacific heights area that are expensive .,5.0,5.0,5.0
1120,inform_no_match(area='potrero hill'),There are no restaurants in the potrero hill area .,"['There are no restaurant -s in the potrero hill area .', 'There are no restaurant -s in potrero hill that catch this', 'There are no restaurant -s in the potrero hill area', 'We have 0 restaurant -s in the potrero hill area', 'There are no restaurant -s near potrero hill .']",There are no restaurant -s in the potrero hill area .,6.0,6.0,5.0
1121,inform_no_match(area=tenderloin),There are no restaurants in the tenderloin area .,"['There are no restaurant -s in the tenderloin that serve french food .', 'No there are no restaurant -s near the tenderloin area .', 'There are no restaurant -s in the area of tenderloin .', 'I can not find any restaurant -s near tenderloin area .', 'I am sorry there are no restaurant -s in the tenderloin area .', 'There are no restaurant -s in the tenderloin area .', 'There are no restaurant -s in tenderloin that serves french food .', 'I can not find any restaurant -s in the tenderloin area .']",There are no restaurant -s in the tenderloin that serve french food .,6.0,6.0,6.0
1122,"inform_no_match(food=afghan,good_for_meal=lunch)",There are 0 restaurants that are good for lunch and serve afghan food .,"['There are no restaurant -s that serve afghan food that are good for lunch', 'There are 0 restaurant -s that serve afghan food and are good for lunch .']",There are no restaurant -s that serve afghan food that are good for lunch,5.0,4.0,4.0
1123,"inform_no_match(food=asian,good_for_meal=lunch)",There are 0 restaurants that are good for lunch and serve asian food .,['Unfortunately there are 0 asian restaurant -s that are good for lunch'],Unfortunately there are 0 asian restaurant -s that are good for lunch,5.0,4.0,1.0
1124,"inform_no_match(food=cafes,area='presidio heights')",I am sorry I did not find any restaurants in the presidio heights area that serves cafes food .,['There are 0 restaurant -s that are cafes near presidio heights'],There are 0 restaurant -s that are cafes near presidio heights,5.0,5.0,5.0
1125,"inform_no_match(food=cafes,near='russian hill')",I have not found any restaurants with cafes food near russian hill .,"['There are 0 restaurant -s that are cafes near russian hill', '0 restaurant -s close to russian hill that serve cafes food .']",There are 0 restaurant -s that are cafes near russian hill,6.0,5.0,4.0
1126,"inform_no_match(food=chinese,near=chinatown,price_range=moderate)",There are 0 chinese restaurants near chinatown in the moderate price range .,"['There are 0 chinese restaurant -s near chinatown in the moderate price range', 'There are no moderate -ly priced chinese restaurant -s near chinatown .']",There are 0 chinese restaurant -s near chinatown in the moderate price range,6.0,6.0,6.0
1127,"inform_no_match(food='ethnic food',price_range=expensive)","I am sorry , I can not find any restaurants that serve ethnic food and are expensive .",['There are no restaurant -s serving ethnic food in the expensive price range .'],There are no restaurant -s serving ethnic food in the expensive price range .,6.0,5.0,6.0
1128,"inform_no_match(food=french,good_for_meal=brunch)",There are 0 restaurants that are good for brunch and serve french food .,"['Unfortunately there are no french restaurant -s that serve brunch nearby .', 'There are 0 restaurant -s that serve french food and are good for brunch .']",Unfortunately there are no french restaurant -s that serve brunch nearby .,6.0,4.0,5.0
1129,"inform_no_match(food=french,kids_allowed=yes)","I am sorry , I did not find any restaurants that allows kids and serve french .",['Sorry but I could not find a french restaurant that allows kid -s .'],Sorry but I could not find a french restaurant that allows kid -s .,6.0,5.0,5.0
1130,"inform_no_match(food='gluten free',price_range=cheap)","I am sorry , I can not find any restaurants that serve gluten free food and are cheap .",['Unfortunately there is no cheap restaurant that serves gluten free food .'],Unfortunately there is no cheap restaurant that serves gluten free food .,5.0,5.0,5.0
1131,"inform_no_match(food=steak,price_range=cheap)","I am sorry , I can not find any restaurants that serve steak food and are cheap .",['I am sorry . There are no cheap restaurant -s that serve steak .'],I am sorry . There are no cheap restaurant -s that serve steak .,5.0,3.0,3.0
1132,"inform_no_match(food=thai,good_for_meal=breakfast)",There are 0 restaurants that are good for breakfast and serve thai food .,"['We do not have any thai restaurant -s listed that serve breakfast .', 'We do not have any thai restaurant -s open for breakfast .']",We do not have any thai restaurant -s listed that serve breakfast .,5.0,5.0,5.0
1133,"inform_no_match(food=thai,near='inner richmond',kids_allowed=no)",I can not find any thai restaurant near inner richmond that do not allow kids .,['There are 0 restaurant -s near inner richmond that serve thai and do not allow child -s .'],There are 0 restaurant -s near inner richmond that serve thai and do not allow child -s .,6.0,4.0,4.0
1134,"inform_no_match(good_for_meal=breakfast,food=shanghainese)",There are 0 restaurants that are good for breakfast and serve shanghainese food .,"['There are 0 restaurant -s that are good for breakfast and serve shanghainese food .', 'There are no restaurant -s serving shanghainese food for breakfast .']",There are 0 restaurant -s that are good for breakfast and serve shanghainese food .,4.0,4.0,4.0
1135,"inform_no_match(good_for_meal=dinner,food=shanghainese)",There are 0 restaurants that are good for dinner and serve shanghainese food .,"['There are 0 shanghainese restaurant -s serving dinner .', 'There are 0 restaurant -s that are good for dinner and serve shanghainese food .']",There are 0 shanghainese restaurant -s serving dinner .,6.0,1.0,2.0
1136,"inform_no_match(good_for_meal=lunch,food=afghan)",There are 0 restaurants that are good for lunch and serve afghan food .,"['There are no restaurant -s good for lunch that serve afghan food .', 'There are 0 restaurant -s that are good for lunch and serve afghan food .']",There are no restaurant -s good for lunch that serve afghan food .,4.0,2.0,3.0
1137,"inform_no_match(kids_allowed=no,area='opera plaza')",There are 0 restaurants in opera plaza that do not allow kids .,['There are 0 restaurant -s where kid -s are allowed in the opera plaza area'],There are 0 restaurant -s where kid -s are allowed in the opera plaza area,4.0,4.0,4.0
1138,"inform_no_match(kids_allowed=yes,food=basque)","I am sorry , I did not find any restaurants that allows kids and serve basque .","['Unfortunately , there are 0 basque restaurant -s that allow kid -s', 'There are no basque restaurant -s that allow child -s .', 'There are 0 basque restaurant -s that allow kid -s']","Unfortunately , there are 0 basque restaurant -s that allow kid -s",5.0,4.0,4.0
1139,"inform_no_match(kids_allowed=yes,food=lounge)","I am sorry , I did not find any restaurants that allows kids and serve lounge .","['There are 0 lounge restaurant -s that allow child -s', 'There are not lounge restaurant -s that allow child -s .']",There are 0 lounge restaurant -s that allow child -s,6.0,4.0,6.0
1140,"inform_no_match(kids_allowed=yes,food=moroccan)","I am sorry , I did not find any restaurants that allows kids and serve moroccan .","['Sorry , there are no restaurant -s allowing kid -s and serving moroccan food .']","Sorry , there are no restaurant -s allowing kid -s and serving moroccan food .",6.0,5.0,5.0
1141,"inform_no_match(near=chinatown,area='opera plaza')",There are no restaurants near chinatown in opera plaza .,['Unfortunately there are 0 restaurant -s near chinatown in the opera plaza area'],Unfortunately there are 0 restaurant -s near chinatown in the opera plaza area,4.0,5.0,4.0
1142,"inform_no_match(near=chinatown,price_range=expensive)",Unfortunately there are no restaurnats that are expensive close to chinatown where children are not allowed .,"['There are 0 restaurant -s near chinatown in the expensive price range', 'There are 0 expensive restaurant -s near chinatown .']",There are 0 restaurant -s near chinatown in the expensive price range,3.0,5.0,5.0
1143,"inform_no_match(near='inner richmond',good_for_meal=lunch,kids_allowed=no)",I am sorry I did not find any restaurants that does not allow children near the inner richmond good for lunch .,"['I am sorry I did not find any restaurant -s that does not allow child -s near the inner richmond good for lunch .', 'I am sorry I did not find any restaurant -s near inner richmond and good for lunch with kid -s not allowed .']",I am sorry I did not find any restaurant -s that does not allow child -s near the inner richmond good for lunch .,6.0,6.0,6.0
1144,"inform_no_match(near='laurel heights',price_range=expensive)",Unfortunately there are no restaurnats that are expensive close to laurel heights where children are not allowed .,['There is no restaurant near laurel heights offers expensive price range .'],There is no restaurant near laurel heights offers expensive price range .,5.0,3.0,3.0
1145,"inform_no_match(price_range=expensive,area='bernal heights')",I am sorry . I did not find any expensive restaurants in bernal heights .,"['There are 0 restaurant -s in the bernal heights area in the expensive price range', 'There are no expensive restaurant -s in bernal heights']",There are 0 restaurant -s in the bernal heights area in the expensive price range,6.0,6.0,6.0
1146,"inform_no_match(price_range=expensive,food=cambodian)","I am sorry , I can not find any restaurants that serve cambodian food and are expensive .",['There are no expensive restaurant -s in that price range that serve cambodian food .'],There are no expensive restaurant -s in that price range that serve cambodian food .,5.0,4.0,3.0
1147,"inform_no_match(price_range=expensive,good_for_meal=breakfast)",There are no restaurants that serve breakfast in the expensive price range .,"['There are no restaurant -s in the expensive price range that are good for breakfast .', 'There are no restaurant -s that serve breakfast in the expensive price range .', 'Unfortunately there are no expensive restaurant -s that are good for breakfast .', ""There 's no place serves expensive breakfast ."", 'There is no restaurant good for eat expensive breakfast .']",There are no restaurant -s in the expensive price range that are good for breakfast .,5.0,5.0,5.0
1148,"inform_only_match(name='aperto restaurant and pera',near='potrero hill',kids_allowed='yes',price_range='moderate')","I apologize , aperto restaurant and pera are the only moderately priced restaurants that allow kids near the potrero hill .","['I apologize , aperto restaurant and pera are the only moderate -ly priced restaurant -s that allow kid -s near the potrero hill .', 'Just aperto restaurant and pera near potrero hill that allow kid -s and are moderate -ly priced .']","I apologize , aperto restaurant and pera are the only moderate -ly priced restaurant -s that allow kid -s near the potrero hill .",6.0,4.0,3.0
1149,"inform_only_match(name='beijing restaurant',near='mission terrace')",Beijing restaurant is the only restaurant listed near mission terrace .,['The beijing restaurant is the only place near the mission terrace .'],The beijing restaurant is the only place near the mission terrace .,6.0,4.0,5.0
1150,"inform_only_match(name='bund shanghai restaurant',food=shanghainese)",I am sorry but there is no place other than bund shanghai restaurant that serves shanghainese food .,"['I am sorry but there is only bund shanghai restaurant that serves shanghainese food', 'I am sorry but there is no place other than bund shanghai restaurant that serves shanghainese food .', 'Bund shanghai restaurant is the only restaurant listed serving shanghainese food .', 'Bund shanghai restaurant is the only place serving shanghainese food .', 'The only place I found is bund shanghai restaurant , it serves shanghainese .']",I am sorry but there is only bund shanghai restaurant that serves shanghainese food,6.0,6.0,5.0
1151,"inform_only_match(name='dosa on fillmore and kiss seafood',price_range='expensive',near='lower pacific heights')",There is no place other than dosa on fillmore and kiss seafood that are expensive near to lower pacific heights .,"['I apologize , dosa on fillmore and kiss seafood are the only expensive restaurant -s near lower pacific heights']","I apologize , dosa on fillmore and kiss seafood are the only expensive restaurant -s near lower pacific heights",5.0,4.0,4.0
1152,"inform_only_match(name='jasmine garden',kids_allowed=yes,price_range=expensive,food=vietnamese)",I have found only 1 place called jasmine garden that serves vietnamese and is expensively priced that allows kids .,['Jasmine garden is the only expensive vietnamese restaurant that allows kid -s .'],Jasmine garden is the only expensive vietnamese restaurant that allows kid -s .,5.0,5.0,5.0
1153,"inform_only_match(name='la ciccia',kids_allowed=no,area='bernal heights',price_range=moderate)",No place other than la ciccia who does not allow kids with a moderate price range in the bernal heights area .,['La ciccia is the only restaurant of moderate -ly priced where kid -s are allowed located in the bernal heights area .'],La ciccia is the only restaurant of moderate -ly priced where kid -s are allowed located in the bernal heights area .,3.0,2.0,2.0
1154,"inform_only_match(name='marnee thai and thanh long',price_range='moderate',near='outer sunset',good_for_meal='dinner')",The only listed restaurant near outer sunset in the moderate price range is marnee thai and thanh long . They are open for dinner .,['Marnee thai and thanh long are the only 2 moderate -ly priced restaurant -s near outer sunset that are good for dinner .'],Marnee thai and thanh long are the only 2 moderate -ly priced restaurant -s near outer sunset that are good for dinner .,4.0,4.0,5.0
1155,"inform_only_match(name='red door cafe',price_range=cheap,good_for_meal=brunch)","I apologize , but there is no place other than red door cafe that serves brunch and is cheap .","['There are no other restaurant -s besides the red door cafe that serve brunch in your cheap price range', 'I am sorry , there is only the red door cafe for a cheap brunch .', 'Red door cafe is the only cheap brunch option available .', 'I apologize , the red door cafe is the only available restaurant that serves brunch in your cheap price range']",There are no other restaurant -s besides the red door cafe that serve brunch in your cheap price range,5.0,3.0,4.0
1156,"inform_only_match(name='restaurant ducroix',kids_allowed=no,food=french,good_for_meal=lunch)","I am sorry but there is no place other than restaurant ducroix that does not allow children , serves french food , and is good for lunch .","['No place except for restaurant ducroix does not allow child -s and serves french food good for lunch .', 'I am sorry but there is no place other than restaurant ducroix that does not allow child -s , serves french food , and is good for lunch .']",No place except for restaurant ducroix does not allow child -s and serves french food good for lunch .,6.0,6.0,6.0
1157,"inform_only_match(name=spruce,kids_allowed=no,good_for_meal=dinner,near='presidio heights')",Spruce is the only restaurant good for dinner near presidio heights and does not allow kids .,"['I am sorry but there is no place other than spruce that does not allow child -s , is good for dinner , and is near presidio heights .']","I am sorry but there is no place other than spruce that does not allow child -s , is good for dinner , and is near presidio heights .",6.0,5.0,5.0
1158,"inform_only_match(name=spruce,near='presidio heights')",Spruce is the only restaurant listed near presidio heights .,"['I am sorry but there is no place other than spruce that is near presidio heights .', 'Spruce is the only restaurant listed near presidio heights .']",I am sorry but there is no place other than spruce that is near presidio heights .,5.0,4.0,4.0
1159,"inform_only_match(name='thep phanom thai restaurant',good_for_meal=dinner,near='lower haight',kids_allowed=no)",Thep phanom thai restaurant is the only restaurant good for dinner near lower haight and does not allow kids .,"['Thep phanom thai restaurant is the only restaurant good for dinner and is located near lower haight . It does not allow child -s .', 'Thep phanom thai restaurant is the only restaurant good for dinner near lower haight and does not allow kid -s', 'I am sorry . Thep phanom thai restaurant is the only restaurant near lower haight that is good for dinner and does not allow kid -s .', 'I am sorry but there is no place other than thep phanom thai restaurant that is good for dinner , does not allow child -s , and is near lower haight .', 'Thep phanom thai restaurant is the only place for dinner near lower haight . It does not allow child -s .']",Thep phanom thai restaurant is the only restaurant good for dinner and is located near lower haight . It does not allow child -s .,5.0,3.0,4.0
1160,reqmore(),Can I help you with anything else ?,"['Do you need any more assistance ?', 'How else can I help ?', 'How else may I help you ?', 'May I help you with anything else .', 'Is there anything that I can help you with ?', 'Do you want anything else ?', 'How can I help ?', 'Could you provide any more information ?', 'What is your question again ?', 'I am not sure .', 'Can I help you with any more information ?', 'Would you like more information ?', 'Could I help any more ?', 'Can I help with anything else ?', 'What else can I help you with ?', 'Do you want me to look for more ?', 'May I further assist you ?', 'Can I help you with any other information ?', 'Could you please add more info', 'May I help you with anything else ?', 'Can I help you with something else ?', 'Could you give more information ?', 'Can I help you with anything else ?', 'What would you like', 'Can I confirm you are requesting more information ?', 'Is there anything else I can do for you ?', 'Is there anything more I can do ?', 'Is there any other information you would like ?', 'Is there anything else I can help you with ?', 'May I help you further ?', 'What can I help you with ?', 'What do you mean']",Do you need any more assistance ?,6.0,6.0,5.0
1161,request(area),What area are you looking for ?,"['What area can I help you find a restaurant in ?', 'What area are you searching for a restaurant in ?', 'What area would you like to eat in ?', 'What area would you like to dine ?', 'What is the area of the restaurant you are looking for ?', 'What area would you like to dine near ?', 'Around which area are you looking ?', 'What area were you looking for ?', 'I am sorry . Can you repeat what area you are looking for ?', 'What area would you like to dine in ?', 'What area do you want me to search ?', 'What area would you like me to search ?', 'Which part of the city are you looking for ?', 'Can I ask the area ?', 'What part of the city you are looking for ?', 'Would you be interested in another area ?', 'What area would you like me to search in for a restaurant ?', 'What area would you be looking for ?', 'Thank you good bye', 'What area are you looking for ?', 'Where would you like a restaurant ?', 'In what area would you like to search for a restaurant ?', 'Where would you like the restaurant to be ?', 'Is there an area you prefer ?', 'What area specifically are you interested in ?', 'What area are you interested in ?', 'In what area are you looking ?', 'What part of the city do you want ?', 'What area would you like ?', 'What area would you like the restaurant to be in ?', 'What area would you like', 'What area you looking for', 'What city , town , or neighborhood are you looking for ?', 'In what area were you wanting to dine ?', 'What is the area you are looking for ?', 'What area would you like to search in ?', 'What area are you searching for ?', 'Where would you like to eat ?', 'What area you looking for ?', 'Where do you want to dine ?', 'A restaurant near you ?', 'What part of the city are you looking for ?', 'In which area are you looking for restaurant -s ?', 'In what area are you looking for ?', 'What area do you want ?', 'What part of the city are you interested in ?', 'What area are you looking in ?', 'What is the area you looking for ?', 'Is there anything else I can help you with ?', 'What part of town do you want to dine in ?', 'Please specify your area of interest .']",What area can I help you find a restaurant in ?,2.0,3.0,3.0
1162,request(food),What type of food are you looking for ?,"['What kind of food', 'What type of food would you like ?', 'What type of food do you want ?', 'Is there a type of food you prefer ?', 'What kind of food would you like ?', 'What type of food ?', 'What kind of food ?', 'What kind of food are you looking for ?', 'What type of food are you hungry for ?', 'What kind of food are you searching for ?', 'What food are you looking for', 'What food type do you want ?', 'What kind of food are you looking for', 'Are you wondering about the food ?', 'What type of food can I help you find ?', 'What do you want to eat today ?', 'What kind of food do you want ?', 'Can you tell me what type of food you are interested in ?', 'What type of food are you looking for ?', 'Can I confirm you are requesting food place -s .', 'What kind of food are interested in ?', 'I can help you . What type of food would you like to eat ?', 'What type of food are you looking for in particular ?', 'What food are you looking for ?', 'What type of food are wanting to eat ?', 'What food would you like ?', 'Is there a type of food that you would like to have ?', 'What type of food would you prefer ?', 'What kind of food are you searching for today ?', 'What type of food are you interested in ?', 'Would you like a certain food type ?', 'Can I confirm that you are requesting food ?', 'What kind of meal would you like ?', 'What food would you like', 'Can I confirm you are requesting food place -s ?', 'What kind of food are you hungry for ?', 'What type of food do you like ?', 'Can I confirm that you are requesting food place -s ?', 'Is there a particular type of food you are looking for ?', 'Are you looking for food ?', 'What type of food would you like to eat ?', 'What food type are you looking for ?', 'What type of food are you trying to find ?', 'Are you looking for a certain type of food ?', 'What food are you interested in ?', 'Are you interested in a certain type of food ?', 'What kind of food would you like', 'Can I confirm you are requesting food ?', 'What type of food are you searching for ?', 'What type of food do you have in mind ?', 'May I ask what type of restaurant you are looking for ?', 'What part of the city are you looking for ? Please .', 'What kind of food would you be interested in ?', 'What would you like to eat ?']",What kind of food,6.0,6.0,6.0
